Respondent_ID,Churn_reason,Market,Gender,AOV,App_use,Date,Age_group,Churn_type,Orders_5y
5068715932938520,Reason for Account Suspension Issues,USA,Female,121,0,2023-01-01,Age 55+,Account Suspension Issues,32
4556172548234157,Reason for Security Concerns,Italy,Male,120,1,2023-06-01,Age 18-24,Security Concerns,17
4894126696089709,Reason for Technical Issues,UK,Male,123,0,2023-02-01,Age 45-54,Technical Issues,10
6262445461410365,Reason for Hard Credit Checks,Sweden,Male,137,1,2023-03-01,Age 45-54,Hard Credit Checks,14
4667856268369162,Reason for Account Suspension Issues,France,Male,126,0,2023-06-01,Age 25-34,Account Suspension Issues,16
3110403007172340,Reason for High interest rates,Sweden,Female,116,1,2023-05-01,Age 18-24,High interest rates,22
5012061698427388,Reason for Unclassified,UK,Female,102,0,2023-02-01,Age 35-44,Unclassified,17
1469672183436276,Reason for Limited acceptance,USA,Male,126,1,2023-06-01,Age 18-24,Limited acceptance,20
8401950079475596,Reason for Account Suspension Issues,France,Female,125,0,2023-03-01,Age 18-24,Account Suspension Issues,23
2090564680166915,Reason for Technical Issues,Italy,Female,141,1,2023-06-01,Age 18-24,Technical Issues,18
2386083499769313,Reason for Negative Customer Service Experiences,Spain,Male,139,0,2023-06-01,Age 35-44,Negative Customer Service Experiences,17
1188715854043988,Reason for Better alternatives,France,Female,131,1,2023-01-01,Age 18-24,Better alternatives,20
7190989651402439,Reason for Unclear terms,Italy,Male,103,1,2023-06-01,Age 45-54,Unclear terms,27
3529795804583114,Reason for Unclear terms,Germany,Male,115,0,2023-01-01,Age 55+,Unclear terms,26
9184826597354114,Reason for Limited acceptance,France,Female,125,0,2023-06-01,Age 18-24,Limited acceptance,21
1873063464465872,Reason for Hard Credit Checks,USA,Male,103,1,2023-02-01,Age 45-54,Hard Credit Checks,21
2477138818500874,Reason for Limited acceptance,Australia,Female,125,0,2023-03-01,Age 18-24,Limited acceptance,23
1080162023784697,Reason for General sentiment,UK,Male,114,0,2023-02-01,Age 25-34,General sentiment,22
2340063344114978,Reason for Negative Customer Service Experiences,Australia,Female,125,0,2023-01-01,Age 45-54,Negative Customer Service Experiences,13
2539776773887348,Reason for Security Concerns,Italy,Female,112,0,2023-02-01,Age 35-44,Security Concerns,27
8133186981839860,Reason for Hard Credit Checks,Spain,Male,130,0,2023-01-01,Age 55+,Hard Credit Checks,21
1541195565233602,Reason for Limited acceptance,UK,Female,109,1,2023-05-01,Age 45-54,Limited acceptance,17
3098680144269842,Reason for Unclassified,Germany,Female,125,0,2023-02-01,Age 18-24,Unclassified,27
3592570520686033,Reason for Security Concerns,Spain,Male,118,0,2023-06-01,Age 55+,Security Concerns,17
1895911620834429,Reason for Late payment penalties,Sweden,Male,133,1,2023-06-01,Age 25-34,Late payment penalties,15
2219015364327292,Reason for Technical Issues,Sweden,Female,141,1,2023-04-01,Age 45-54,Technical Issues,21
4036340093810957,Reason for Better alternatives,Sweden,Male,106,0,2023-04-01,Age 45-54,Better alternatives,26
2868424020812524,Reason for Unclear terms,Spain,Male,126,0,2023-03-01,Age 45-54,Unclear terms,18
2169212499707827,Reason for Lack of need,France,Male,131,0,2023-04-01,Age 55+,Lack of need,20
6030131102038418,Reason for Lack of need,Italy,Male,130,0,2023-01-01,Age 35-44,Lack of need,23
3127575553878463,Reason for Lack of need,Germany,Male,136,1,2023-05-01,Age 35-44,Lack of need,18
1432577553343853,Reason for Limited acceptance,Germany,Male,122,1,2023-06-01,Age 55+,Limited acceptance,19
5998478654989424,Reason for General sentiment,UK,Female,113,0,2023-06-01,Age 55+,General sentiment,7
8021991051400355,Reason for Better alternatives,Sweden,Female,132,1,2023-01-01,Age 35-44,Better alternatives,14
3275631938311276,Reason for Unclear terms,Sweden,Male,129,0,2023-02-01,Age 25-34,Unclear terms,22
3908897485778120,Reason for Security Concerns,USA,Male,96,0,2023-03-01,Age 18-24,Security Concerns,20
2779611032648219,Reason for Security Concerns,Germany,Male,120,1,2023-04-01,Age 18-24,Security Concerns,24
1098070270079782,Reason for General sentiment,Italy,Male,118,0,2023-02-01,Age 25-34,General sentiment,25
8129329072314730,Reason for Security Concerns,Spain,Female,117,1,2023-05-01,Age 18-24,Security Concerns,15
4729943156159931,Reason for Security Concerns,Italy,Male,121,1,2023-03-01,Age 25-34,Security Concerns,22
8974000333346101,Reason for Technical Issues,Italy,Female,122,0,2023-05-01,Age 55+,Technical Issues,19
2499881085554165,Reason for Hard Credit Checks,Italy,Female,115,0,2023-06-01,Age 45-54,Hard Credit Checks,10
3888211128624948,Reason for Negative Customer Service Experiences,Spain,Female,133,0,2023-02-01,Age 25-34,Negative Customer Service Experiences,20
1667218744874943,Reason for Limited acceptance,Sweden,Female,120,1,2023-06-01,Age 35-44,Limited acceptance,15
3346107000744720,Reason for Unclear terms,Spain,Male,117,0,2023-02-01,Age 55+,Unclear terms,22
3993642900090249,Reason for Account Suspension Issues,USA,Female,116,0,2023-03-01,Age 45-54,Account Suspension Issues,20
6695239412660969,Reason for Hard Credit Checks,Italy,Female,125,1,2023-05-01,Age 18-24,Hard Credit Checks,12
6817837611514945,Reason for General sentiment,Spain,Female,142,1,2023-04-01,Age 55+,General sentiment,18
8398572680862878,Reason for Unclassified,Italy,Male,119,1,2023-02-01,Age 35-44,Unclassified,29
6264342010662455,Reason for Better alternatives,Sweden,Male,109,0,2023-03-01,Age 35-44,Better alternatives,13
4267782147597769,Reason for Negative Customer Service Experiences,Germany,Female,103,1,2023-02-01,Age 35-44,Negative Customer Service Experiences,12
5102799152600670,Reason for Account Suspension Issues,Spain,Male,133,1,2023-03-01,Age 25-34,Account Suspension Issues,25
1546170293514326,Reason for Lack of need,Germany,Male,105,1,2023-03-01,Age 18-24,Lack of need,23
5497939904143355,Reason for Hard Credit Checks,USA,Male,113,1,2023-02-01,Age 55+,Hard Credit Checks,23
9993457099384646,Reason for General sentiment,UK,Female,116,1,2023-05-01,Age 45-54,General sentiment,18
8787236724287683,Reason for Security Concerns,Australia,Female,133,1,2023-04-01,Age 35-44,Security Concerns,23
9746353061813805,Reason for Unclassified,Germany,Male,104,0,2023-01-01,Age 45-54,Unclassified,20
4836743508172941,Reason for Late payment penalties,Italy,Female,114,0,2023-01-01,Age 18-24,Late payment penalties,18
2614523176330340,Reason for Account Suspension Issues,Italy,Female,137,0,2023-02-01,Age 18-24,Account Suspension Issues,30
1762714855241913,Reason for General sentiment,Spain,Male,124,0,2023-06-01,Age 35-44,General sentiment,17
4065115755511630,Reason for Lack of need,UK,Male,126,0,2023-03-01,Age 45-54,Lack of need,24
9157442244764897,Reason for Technical Issues,USA,Male,102,0,2023-05-01,Age 18-24,Technical Issues,11
7323618878501166,Reason for Unclassified,Germany,Female,118,1,2023-03-01,Age 45-54,Unclassified,18
9707184701524564,Reason for Better alternatives,France,Male,106,0,2023-02-01,Age 35-44,Better alternatives,22
4450034504941193,Reason for Late payment penalties,Italy,Male,102,1,2023-04-01,Age 35-44,Late payment penalties,12
4682021753373832,Reason for Technical Issues,Italy,Male,127,0,2023-03-01,Age 55+,Technical Issues,18
1182615741568802,Reason for Security Concerns,Germany,Female,116,1,2023-05-01,Age 45-54,Security Concerns,24
1372802981849180,Reason for Unclassified,USA,Female,118,1,2023-03-01,Age 25-34,Unclassified,13
1163999355081070,Reason for Limited acceptance,USA,Female,97,1,2023-06-01,Age 45-54,Limited acceptance,14
4498207282155040,Reason for High interest rates,Germany,Male,128,1,2023-03-01,Age 45-54,High interest rates,32
2223793396952349,Reason for Technical Issues,USA,Male,113,0,2023-02-01,Age 45-54,Technical Issues,12
2478520944194797,Reason for Unclassified,Australia,Female,124,0,2023-02-01,Age 45-54,Unclassified,19
3001030497444290,Reason for Better alternatives,Sweden,Female,123,1,2023-04-01,Age 45-54,Better alternatives,9
2856395931296042,Reason for Unclear terms,USA,Male,119,1,2023-06-01,Age 25-34,Unclear terms,17
8243656664259189,Reason for General sentiment,Germany,Female,119,1,2023-02-01,Age 18-24,General sentiment,21
6880931339815295,Reason for Hard Credit Checks,Spain,Female,126,1,2023-01-01,Age 18-24,Hard Credit Checks,17
9766406324903130,Reason for General sentiment,UK,Male,126,0,2023-04-01,Age 45-54,General sentiment,27
1912404359393734,Reason for Better alternatives,USA,Female,124,0,2023-05-01,Age 25-34,Better alternatives,28
2553485552010155,Reason for Better alternatives,Germany,Male,94,1,2023-05-01,Age 35-44,Better alternatives,18
9693545958981437,Reason for Limited acceptance,Spain,Female,123,1,2023-04-01,Age 55+,Limited acceptance,25
3309041104764991,Reason for Late payment penalties,Spain,Male,117,0,2023-05-01,Age 55+,Late payment penalties,25
2887304216655266,Reason for General sentiment,Spain,Male,118,1,2023-01-01,Age 45-54,General sentiment,30
5193299200128274,Reason for Unclear terms,Sweden,Female,111,1,2023-03-01,Age 25-34,Unclear terms,22
8145056449581314,Reason for Technical Issues,USA,Female,104,1,2023-03-01,Age 35-44,Technical Issues,20
9254134118935493,Reason for Technical Issues,Sweden,Female,121,0,2023-05-01,Age 45-54,Technical Issues,21
4208069284930688,Reason for Late payment penalties,UK,Male,135,0,2023-05-01,Age 55+,Late payment penalties,14
6543918533286930,Reason for Negative Customer Service Experiences,Germany,Male,129,1,2023-03-01,Age 25-34,Negative Customer Service Experiences,23
4139299981959684,Reason for Better alternatives,Australia,Male,106,0,2023-05-01,Age 18-24,Better alternatives,18
7848938457645781,Reason for Unclassified,France,Female,116,0,2023-04-01,Age 45-54,Unclassified,27
2786152817861888,Reason for Lack of need,USA,Female,120,0,2023-04-01,Age 35-44,Lack of need,19
1861748333129874,Reason for Security Concerns,USA,Male,107,0,2023-01-01,Age 45-54,Security Concerns,20
7452907088400005,Reason for Better alternatives,Australia,Male,119,1,2023-02-01,Age 25-34,Better alternatives,20
7209819183368229,Reason for Late payment penalties,USA,Male,124,1,2023-06-01,Age 25-34,Late payment penalties,12
8542366180589786,Reason for Limited acceptance,Australia,Female,105,1,2023-04-01,Age 25-34,Limited acceptance,14
7738901751892492,Reason for Security Concerns,Germany,Male,109,0,2023-05-01,Age 25-34,Security Concerns,27
1933318052547817,Reason for Hard Credit Checks,Italy,Female,125,0,2023-02-01,Age 45-54,Hard Credit Checks,15
9724466127713606,Reason for Better alternatives,Germany,Female,108,0,2023-06-01,Age 45-54,Better alternatives,15
4939181081999835,Reason for Hard Credit Checks,Germany,Male,105,0,2023-05-01,Age 25-34,Hard Credit Checks,16
5261684044024819,Reason for Better alternatives,Spain,Male,120,1,2023-05-01,Age 45-54,Better alternatives,22
8439656401753100,Reason for Security Concerns,Germany,Male,134,1,2023-04-01,Age 55+,Security Concerns,11
6357720046539491,Reason for Late payment penalties,Australia,Female,131,1,2023-03-01,Age 18-24,Late payment penalties,15
3537739618577890,Reason for Technical Issues,Germany,Male,116,1,2023-05-01,Age 45-54,Technical Issues,22
9490241630076599,Reason for Unclassified,Italy,Female,119,1,2023-06-01,Age 18-24,Unclassified,20
9898379784789855,Reason for High interest rates,France,Female,104,0,2023-01-01,Age 45-54,High interest rates,20
7658965066631586,Reason for Hard Credit Checks,USA,Male,112,0,2023-02-01,Age 18-24,Hard Credit Checks,16
7311472964700719,Reason for Lack of need,UK,Female,105,1,2023-01-01,Age 35-44,Lack of need,21
8982144749800144,Reason for Lack of need,Spain,Female,130,0,2023-03-01,Age 25-34,Lack of need,13
8752519585574202,Reason for Late payment penalties,France,Female,123,0,2023-04-01,Age 25-34,Late payment penalties,19
9717707374703415,Reason for Account Suspension Issues,USA,Female,113,0,2023-03-01,Age 35-44,Account Suspension Issues,22
3655387141867211,Reason for Limited acceptance,Germany,Male,123,0,2023-06-01,Age 35-44,Limited acceptance,13
7107102638906033,Reason for General sentiment,Spain,Male,111,0,2023-05-01,Age 45-54,General sentiment,15
8590342406940227,Reason for Hard Credit Checks,Italy,Male,101,1,2023-03-01,Age 25-34,Hard Credit Checks,13
9372341304136379,Reason for Hard Credit Checks,Spain,Male,131,0,2023-05-01,Age 45-54,Hard Credit Checks,15
4827764172824576,Reason for Unclear terms,UK,Female,140,0,2023-01-01,Age 35-44,Unclear terms,21
5017933655091518,Reason for Account Suspension Issues,UK,Female,129,1,2023-02-01,Age 35-44,Account Suspension Issues,18
3607639703291281,Reason for Unclassified,Spain,Female,120,0,2023-06-01,Age 18-24,Unclassified,14
1010180693537564,Reason for Limited acceptance,Germany,Female,113,0,2023-02-01,Age 55+,Limited acceptance,15
9053357919812215,Reason for Account Suspension Issues,USA,Female,121,0,2023-05-01,Age 55+,Account Suspension Issues,18
8948824048777924,Reason for Negative Customer Service Experiences,Sweden,Female,114,0,2023-05-01,Age 55+,Negative Customer Service Experiences,16
4010517521856380,Reason for Unclassified,Spain,Female,129,1,2023-05-01,Age 18-24,Unclassified,20
7051814695365107,Reason for Negative Customer Service Experiences,Spain,Male,115,0,2023-04-01,Age 18-24,Negative Customer Service Experiences,14
7401926701193384,Reason for Limited acceptance,Germany,Female,142,1,2023-05-01,Age 18-24,Limited acceptance,21
1433928172754618,Reason for Unclassified,Italy,Female,106,1,2023-06-01,Age 55+,Unclassified,16
8955270951396508,Reason for Security Concerns,Spain,Female,108,0,2023-03-01,Age 18-24,Security Concerns,22
4280447020466445,Reason for General sentiment,UK,Male,115,0,2023-03-01,Age 18-24,General sentiment,18
6775201665233109,Reason for Limited acceptance,Australia,Male,118,1,2023-02-01,Age 25-34,Limited acceptance,19
8242009322009004,Reason for Limited acceptance,Spain,Female,128,1,2023-04-01,Age 55+,Limited acceptance,18
4057299523662206,Reason for General sentiment,Sweden,Male,137,1,2023-02-01,Age 25-34,General sentiment,22
4965889145805576,Reason for General sentiment,USA,Male,106,1,2023-06-01,Age 45-54,General sentiment,22
1866005404981759,Reason for High interest rates,Germany,Female,136,1,2023-01-01,Age 35-44,High interest rates,15
3265858554914411,Reason for Account Suspension Issues,Italy,Male,111,1,2023-06-01,Age 35-44,Account Suspension Issues,18
6519184056659955,Reason for Lack of need,USA,Male,104,1,2023-04-01,Age 18-24,Lack of need,14
2234822433667484,Reason for Late payment penalties,USA,Female,130,0,2023-01-01,Age 45-54,Late payment penalties,16
1731185484210741,Reason for Account Suspension Issues,Germany,Female,127,1,2023-05-01,Age 35-44,Account Suspension Issues,23
3515543632806921,Reason for High interest rates,France,Female,112,0,2023-02-01,Age 45-54,High interest rates,21
9546285161360689,Reason for Late payment penalties,France,Male,119,0,2023-05-01,Age 18-24,Late payment penalties,15
8381268954456917,Reason for Limited acceptance,Italy,Male,120,1,2023-04-01,Age 25-34,Limited acceptance,28
7782754233181127,Reason for Technical Issues,Italy,Male,126,0,2023-04-01,Age 18-24,Technical Issues,23
9176145678754885,Reason for Late payment penalties,Australia,Male,122,1,2023-01-01,Age 25-34,Late payment penalties,19
9830839717680556,Reason for Limited acceptance,UK,Female,118,1,2023-05-01,Age 55+,Limited acceptance,26
4381014903383872,Reason for Better alternatives,Sweden,Male,123,1,2023-04-01,Age 45-54,Better alternatives,10
1352254678913460,Reason for Security Concerns,Germany,Female,131,1,2023-01-01,Age 45-54,Security Concerns,18
4707180094155838,Reason for Unclassified,Germany,Female,121,1,2023-02-01,Age 18-24,Unclassified,18
1930011629129431,Reason for High interest rates,UK,Female,128,0,2023-05-01,Age 55+,High interest rates,16
6015921421396492,Reason for Hard Credit Checks,Germany,Male,106,1,2023-06-01,Age 18-24,Hard Credit Checks,20
5635583842111434,Reason for Technical Issues,Italy,Female,138,1,2023-03-01,Age 45-54,Technical Issues,21
7960319094866181,Reason for General sentiment,USA,Male,107,0,2023-01-01,Age 45-54,General sentiment,20
1355488449338688,Reason for Unclassified,Germany,Male,99,1,2023-04-01,Age 25-34,Unclassified,16
1587711079424909,Reason for General sentiment,USA,Female,110,0,2023-06-01,Age 18-24,General sentiment,21
8781654190865503,Reason for Security Concerns,Italy,Female,129,1,2023-06-01,Age 25-34,Security Concerns,20
6627201069286030,Reason for Lack of need,Australia,Male,117,0,2023-02-01,Age 45-54,Lack of need,15
5116876701709408,Reason for High interest rates,USA,Male,116,1,2023-03-01,Age 55+,High interest rates,22
1873009237725914,Reason for Limited acceptance,France,Female,127,0,2023-05-01,Age 25-34,Limited acceptance,16
2885319255749009,Reason for Unclassified,Sweden,Female,130,1,2023-01-01,Age 18-24,Unclassified,22
2547729666088940,Reason for Unclear terms,Germany,Female,103,0,2023-04-01,Age 35-44,Unclear terms,25
8242739941234743,Reason for Hard Credit Checks,Italy,Male,125,1,2023-06-01,Age 18-24,Hard Credit Checks,17
6408379407634524,Reason for General sentiment,USA,Male,110,0,2023-02-01,Age 55+,General sentiment,15
4738963253331750,Reason for Hard Credit Checks,Italy,Male,117,1,2023-03-01,Age 55+,Hard Credit Checks,25
3198549698693629,Reason for Lack of need,Germany,Female,112,0,2023-06-01,Age 25-34,Lack of need,21
5481278225082080,Reason for Account Suspension Issues,Sweden,Female,124,1,2023-01-01,Age 25-34,Account Suspension Issues,21
6942717589523719,Reason for General sentiment,France,Male,129,1,2023-04-01,Age 35-44,General sentiment,26
8383451722848760,Reason for Limited acceptance,Spain,Male,136,1,2023-04-01,Age 35-44,Limited acceptance,19
9679302948376364,Reason for Security Concerns,Germany,Male,112,0,2023-02-01,Age 18-24,Security Concerns,22
2434821610265868,Reason for General sentiment,France,Male,106,0,2023-01-01,Age 18-24,General sentiment,15
1028582630703798,Reason for Negative Customer Service Experiences,Australia,Female,105,1,2023-06-01,Age 35-44,Negative Customer Service Experiences,17
2340882706936083,Reason for Technical Issues,Australia,Female,125,0,2023-02-01,Age 45-54,Technical Issues,16
7293648257629427,Reason for Negative Customer Service Experiences,Spain,Male,135,1,2023-06-01,Age 25-34,Negative Customer Service Experiences,21
8747202881618640,Reason for General sentiment,Spain,Male,117,0,2023-03-01,Age 55+,General sentiment,20
7343802833652616,Reason for Late payment penalties,UK,Female,108,0,2023-06-01,Age 45-54,Late payment penalties,12
4973003321307915,Reason for High interest rates,Germany,Female,111,0,2023-05-01,Age 25-34,High interest rates,17
8098449068711101,Reason for Unclassified,UK,Female,127,0,2023-01-01,Age 35-44,Unclassified,21
9716639438763753,Reason for General sentiment,Sweden,Female,125,0,2023-06-01,Age 55+,General sentiment,23
9464580131959174,Reason for Unclear terms,UK,Male,123,0,2023-02-01,Age 18-24,Unclear terms,20
8740960764866668,Reason for Better alternatives,Italy,Female,115,0,2023-03-01,Age 55+,Better alternatives,13
4313613026640146,Reason for Security Concerns,Australia,Female,128,1,2023-01-01,Age 18-24,Security Concerns,23
9138332335402891,Reason for Security Concerns,Australia,Female,111,0,2023-02-01,Age 25-34,Security Concerns,24
2234058297590345,Reason for Late payment penalties,France,Female,112,1,2023-04-01,Age 45-54,Late payment penalties,18
9455648791423234,Reason for General sentiment,Australia,Female,138,0,2023-03-01,Age 25-34,General sentiment,30
7080451973964989,Reason for High interest rates,Italy,Male,109,1,2023-06-01,Age 25-34,High interest rates,26
1215500170250348,Reason for Security Concerns,UK,Male,131,0,2023-04-01,Age 18-24,Security Concerns,16
1220353450069563,Reason for High interest rates,Australia,Female,143,1,2023-03-01,Age 45-54,High interest rates,15
8651549021816909,Reason for Late payment penalties,UK,Male,138,1,2023-01-01,Age 55+,Late payment penalties,23
2079445638221503,Reason for Unclear terms,Sweden,Male,139,0,2023-06-01,Age 45-54,Unclear terms,29
1223767987579211,Reason for Hard Credit Checks,France,Female,114,1,2023-04-01,Age 55+,Hard Credit Checks,16
5569434217503435,Reason for General sentiment,Australia,Male,101,1,2023-06-01,Age 45-54,General sentiment,18
9354568019074743,Reason for Technical Issues,Italy,Male,99,1,2023-01-01,Age 45-54,Technical Issues,20
3666942233191507,Reason for Unclear terms,Italy,Male,114,0,2023-06-01,Age 35-44,Unclear terms,26
8267658318693753,Reason for Account Suspension Issues,UK,Female,111,0,2023-03-01,Age 35-44,Account Suspension Issues,26
5211987231048286,Reason for Lack of need,Australia,Female,135,1,2023-04-01,Age 18-24,Lack of need,24
2196141139080816,Reason for Better alternatives,Australia,Female,119,0,2023-02-01,Age 35-44,Better alternatives,24
9814659747129080,Reason for Unclassified,UK,Female,117,1,2023-05-01,Age 45-54,Unclassified,16
6282128424769461,Reason for Account Suspension Issues,France,Female,115,1,2023-02-01,Age 35-44,Account Suspension Issues,17
4233749490966955,Reason for Limited acceptance,Sweden,Male,93,1,2023-03-01,Age 25-34,Limited acceptance,18
2492323208175984,Reason for Account Suspension Issues,France,Male,130,1,2023-06-01,Age 45-54,Account Suspension Issues,19
7011842270688777,Reason for Negative Customer Service Experiences,France,Female,143,1,2023-05-01,Age 45-54,Negative Customer Service Experiences,21
9871879690422273,Reason for Negative Customer Service Experiences,USA,Female,143,0,2023-04-01,Age 45-54,Negative Customer Service Experiences,21
8294364480214452,Reason for Unclear terms,USA,Male,111,1,2023-03-01,Age 45-54,Unclear terms,16
9248809880009327,Reason for Late payment penalties,Spain,Female,130,0,2023-04-01,Age 25-34,Late payment penalties,19
7189073821246720,Reason for Late payment penalties,Spain,Female,126,1,2023-04-01,Age 18-24,Late payment penalties,25
4015736913921797,Reason for High interest rates,Sweden,Male,110,1,2023-06-01,Age 45-54,High interest rates,21
3163362805380988,Reason for Technical Issues,Sweden,Male,112,0,2023-02-01,Age 25-34,Technical Issues,22
4048144158857875,Reason for General sentiment,Sweden,Male,102,0,2023-06-01,Age 35-44,General sentiment,18
5776883449543981,Reason for Unclear terms,France,Female,127,1,2023-06-01,Age 35-44,Unclear terms,12
4106066686697610,Reason for High interest rates,Italy,Male,126,0,2023-04-01,Age 35-44,High interest rates,25
6285520929211698,Reason for Lack of need,USA,Male,119,0,2023-02-01,Age 55+,Lack of need,25
5464952742302473,Reason for Late payment penalties,Spain,Female,126,0,2023-06-01,Age 25-34,Late payment penalties,17
8955791077587796,Reason for Better alternatives,USA,Male,130,0,2023-06-01,Age 25-34,Better alternatives,23
9845710040434694,Reason for Security Concerns,Italy,Male,124,1,2023-01-01,Age 45-54,Security Concerns,15
4147263860524961,Reason for High interest rates,Spain,Male,134,0,2023-02-01,Age 45-54,High interest rates,25
2105772011280832,Reason for Negative Customer Service Experiences,Spain,Female,115,0,2023-02-01,Age 55+,Negative Customer Service Experiences,15
1600206125849771,Reason for Limited acceptance,Spain,Female,132,0,2023-02-01,Age 18-24,Limited acceptance,22
6731484464954766,Reason for High interest rates,Spain,Male,124,1,2023-04-01,Age 18-24,High interest rates,24
5929403272435502,Reason for Late payment penalties,Italy,Female,129,0,2023-06-01,Age 45-54,Late payment penalties,32
3361735095408731,Reason for Better alternatives,France,Female,124,0,2023-04-01,Age 55+,Better alternatives,23
6536770600439291,Reason for General sentiment,USA,Male,113,0,2023-04-01,Age 25-34,General sentiment,18
3383054999340897,Reason for High interest rates,Germany,Female,128,1,2023-06-01,Age 45-54,High interest rates,24
4795068510309472,Reason for Negative Customer Service Experiences,Sweden,Female,120,1,2023-05-01,Age 55+,Negative Customer Service Experiences,22
7024890805772928,Reason for Account Suspension Issues,France,Male,118,1,2023-03-01,Age 45-54,Account Suspension Issues,15
9170674625988566,Reason for Hard Credit Checks,UK,Male,126,1,2023-03-01,Age 55+,Hard Credit Checks,12
8934510073977682,Reason for Negative Customer Service Experiences,Spain,Male,125,1,2023-03-01,Age 35-44,Negative Customer Service Experiences,30
9327488441077254,Reason for Unclassified,Germany,Female,118,0,2023-02-01,Age 18-24,Unclassified,19
9563096160186538,Reason for Account Suspension Issues,Italy,Male,117,1,2023-05-01,Age 18-24,Account Suspension Issues,27
7672672458304242,Reason for Negative Customer Service Experiences,Australia,Male,110,1,2023-03-01,Age 55+,Negative Customer Service Experiences,22
9623066171176277,Reason for Negative Customer Service Experiences,France,Female,134,1,2023-06-01,Age 25-34,Negative Customer Service Experiences,33
5551747502085202,Reason for Unclassified,USA,Male,134,0,2023-06-01,Age 55+,Unclassified,24
6063744006023550,Reason for Better alternatives,Spain,Male,106,1,2023-01-01,Age 55+,Better alternatives,28
5919351489915629,Reason for High interest rates,Sweden,Male,130,0,2023-05-01,Age 18-24,High interest rates,14
2562454106057858,Reason for Security Concerns,Spain,Female,126,0,2023-06-01,Age 45-54,Security Concerns,16
2831615490136312,Reason for High interest rates,Australia,Female,99,1,2023-01-01,Age 45-54,High interest rates,17
6184319016576247,Reason for Negative Customer Service Experiences,Spain,Male,114,0,2023-03-01,Age 35-44,Negative Customer Service Experiences,18
7749831112087859,Reason for Hard Credit Checks,Sweden,Male,123,0,2023-03-01,Age 45-54,Hard Credit Checks,24
7467543082846444,Reason for Unclear terms,Sweden,Female,119,1,2023-02-01,Age 25-34,Unclear terms,14
3697998532026655,Reason for Technical Issues,Italy,Male,124,1,2023-03-01,Age 35-44,Technical Issues,21
2539336955102678,Reason for Unclear terms,Germany,Male,114,0,2023-06-01,Age 18-24,Unclear terms,13
