Respondent_ID,Churn_reason,Market,Gender,AOV,App_use,Date,Age_group,Churn_type,Orders_5y,Orders_1y,Card_use,CS_contact,Shopping_search
4052764585162854,Reason for Negative Customer Service Experiences,Germany,Female,149.02795100716855,0,2023-01-01,Age 25-34,Negative Customer Service Experiences,17,10,1,0,1
9504770581875528,Reason for Late payment penalties,Australia,Female,158.0210342025274,0,2023-03-01,Age 18-24,Late payment penalties,19,6,1,1,1
6072999540389687,Reason for Better alternatives,Italy,Male,159.18665820917204,1,2023-01-01,Age 25-34,Better alternatives,24,4,1,0,1
3266387185079020,Reason for Account Suspension Issues,Germany,Male,182.99221667548534,1,2023-06-01,Age 18-24,Account Suspension Issues,31,6,1,1,1
6194098893311862,Reason for Negative Customer Service Experiences,Australia,Female,273.0612408079629,1,2023-03-01,Age 35-44,Negative Customer Service Experiences,18,10,1,1,1
8371881142049465,Reason for Security Concerns,UK,Male,132.40793550916757,0,2023-01-01,Age 25-34,Security Concerns,19,9,0,0,1
7226051647887967,Reason for Negative Customer Service Experiences,Germany,Male,160.7753169524965,0,2023-05-01,Age 35-44,Negative Customer Service Experiences,23,6,0,0,0
9175396133189104,Reason for General sentiment,Germany,Male,196.54743532408895,0,2023-04-01,Age 35-44,General sentiment,24,5,0,1,0
2307653498882030,Reason for Unclassified,Spain,Male,112.68263389455282,1,2023-06-01,Age 18-24,Unclassified,21,12,1,1,1
8527267498732309,Reason for Account Suspension Issues,USA,Female,152.58888889440925,0,2023-01-01,Age 55+,Account Suspension Issues,28,7,0,0,0
4836890378781706,Reason for Limited acceptance,Spain,Female,205.19341127448348,0,2023-05-01,Age 55+,Limited acceptance,16,10,1,1,0
5568721913550036,Reason for Negative Customer Service Experiences,USA,Female,243.7058540807188,1,2023-04-01,Age 18-24,Negative Customer Service Experiences,23,13,1,0,0
1917099334645224,Reason for Account Suspension Issues,Sweden,Female,167.85247928911858,0,2023-06-01,Age 25-34,Account Suspension Issues,13,9,1,1,1
1802445999697200,Reason for Unclear terms,UK,Male,182.69903889960884,0,2023-06-01,Age 18-24,Unclear terms,18,11,1,1,1
9699825934534259,Reason for Security Concerns,UK,Male,272.91695512862805,0,2023-02-01,Age 35-44,Security Concerns,21,10,1,1,0
2546006285599930,Reason for Unclassified,Australia,Female,148.4887986647696,1,2023-02-01,Age 25-34,Unclassified,11,8,1,1,0
8450251553033546,Reason for Unclassified,France,Female,217.7805689669097,0,2023-05-01,Age 18-24,Unclassified,22,9,0,0,1
2760638928439356,Reason for Unclassified,Australia,Female,107.35955398833346,1,2023-03-01,Age 45-54,Unclassified,25,11,0,0,0
1185957682074098,Reason for General sentiment,Italy,Male,198.00972346068724,1,2023-06-01,Age 45-54,General sentiment,19,7,0,1,1
2549515672468155,Reason for Unclear terms,Germany,Male,159.97901471123473,0,2023-04-01,Age 55+,Unclear terms,17,7,1,1,1
1444033826575911,Reason for Better alternatives,Sweden,Female,151.20786543518733,0,2023-04-01,Age 35-44,Better alternatives,27,9,1,1,1
6238159566316412,Reason for Lack of need,USA,Female,183.06993124672633,0,2023-04-01,Age 25-34,Lack of need,17,9,1,0,1
3542393929628400,Reason for Late payment penalties,Sweden,Male,157.07273537177812,0,2023-06-01,Age 18-24,Late payment penalties,25,7,1,0,0
2515998387837353,Reason for Account Suspension Issues,Australia,Female,150.291058139027,0,2023-06-01,Age 35-44,Account Suspension Issues,20,11,0,0,0
9770677935698812,Reason for High interest rates,Spain,Male,145.31555229380183,0,2023-05-01,Age 25-34,High interest rates,15,10,0,0,0
9643797164599984,Reason for Technical Issues,USA,Male,227.0104475001899,1,2023-05-01,Age 25-34,Technical Issues,19,10,1,0,0
9001110384808433,Reason for General sentiment,Spain,Female,209.1608769422262,1,2023-03-01,Age 45-54,General sentiment,24,11,0,0,0
6806096881871312,Reason for Better alternatives,Australia,Female,290.7389903697961,0,2023-01-01,Age 55+,Better alternatives,27,10,1,0,1
3168631174139717,Reason for Lack of need,Germany,Female,122.04526605354724,1,2023-01-01,Age 55+,Lack of need,19,5,0,0,0
4551526439269366,Reason for Hard Credit Checks,UK,Male,213.9550871608323,0,2023-01-01,Age 25-34,Hard Credit Checks,25,10,1,1,1
4871378961570605,Reason for Account Suspension Issues,Germany,Male,148.93352186530583,1,2023-01-01,Age 55+,Account Suspension Issues,19,11,0,0,1
2269147268223471,Reason for Late payment penalties,France,Female,158.03439347164849,1,2023-03-01,Age 45-54,Late payment penalties,25,7,0,1,0
5121210744838733,Reason for Unclassified,Spain,Female,261.1739921647338,1,2023-04-01,Age 45-54,Unclassified,24,11,0,0,0
7229192180531645,Reason for Late payment penalties,Australia,Male,109.63580704919735,1,2023-02-01,Age 25-34,Late payment penalties,28,10,1,1,0
8674147053451319,Reason for Technical Issues,UK,Female,209.50244629736233,0,2023-01-01,Age 35-44,Technical Issues,16,6,0,1,0
5618600657845045,Reason for Hard Credit Checks,Germany,Female,335.17809155759323,1,2023-03-01,Age 18-24,Hard Credit Checks,25,6,1,1,0
6639954089096185,Reason for General sentiment,Spain,Male,188.69454456184923,0,2023-06-01,Age 55+,General sentiment,25,9,1,0,0
6665637430996021,Reason for Negative Customer Service Experiences,Italy,Female,272.5135086769281,0,2023-01-01,Age 18-24,Negative Customer Service Experiences,24,9,1,1,1
7557820632306250,Reason for Hard Credit Checks,USA,Female,369.2542262821989,0,2023-02-01,Age 25-34,Hard Credit Checks,21,6,1,0,1
5869034263948626,Reason for Account Suspension Issues,USA,Male,172.55760148494736,1,2023-05-01,Age 25-34,Account Suspension Issues,18,5,1,0,0
5002087571679140,Reason for Security Concerns,Australia,Female,265.88513662342564,0,2023-02-01,Age 55+,Security Concerns,20,8,1,0,0
8813923198895260,Reason for Unclassified,Italy,Female,148.2278862255872,0,2023-03-01,Age 25-34,Unclassified,17,9,0,0,0
8812234582264182,Reason for Unclear terms,USA,Female,153.72974535774978,1,2023-01-01,Age 45-54,Unclear terms,11,6,1,1,0
8935574522140333,Reason for Account Suspension Issues,Germany,Female,193.9282356512732,0,2023-06-01,Age 25-34,Account Suspension Issues,12,6,0,0,1
9265280626972924,Reason for Late payment penalties,UK,Female,235.18954306520607,0,2023-02-01,Age 55+,Late payment penalties,26,5,1,1,0
9844570760466534,Reason for Hard Credit Checks,USA,Male,199.93709967460052,0,2023-06-01,Age 18-24,Hard Credit Checks,17,6,1,0,1
4459221686978320,Reason for High interest rates,Italy,Male,217.1060350242602,0,2023-01-01,Age 18-24,High interest rates,22,14,1,1,1
9818458723916651,Reason for Limited acceptance,Sweden,Male,246.1071922287405,0,2023-04-01,Age 45-54,Limited acceptance,19,6,0,0,1
1385525460433910,Reason for Technical Issues,USA,Female,174.17214669369875,0,2023-03-01,Age 35-44,Technical Issues,22,7,1,1,1
9826628388545671,Reason for Late payment penalties,USA,Female,140.52774611121228,1,2023-03-01,Age 25-34,Late payment penalties,32,3,0,0,0
3800383128899035,Reason for Late payment penalties,Australia,Male,88.27828378096102,0,2023-05-01,Age 25-34,Late payment penalties,17,10,1,1,0
7859411063322583,Reason for General sentiment,Germany,Male,161.40380008269602,1,2023-02-01,Age 35-44,General sentiment,19,4,1,1,1
2885265373566612,Reason for Security Concerns,Germany,Female,188.09126925756914,1,2023-03-01,Age 35-44,Security Concerns,21,11,1,1,0
8145644759544456,Reason for Unclear terms,UK,Male,218.8151768144163,0,2023-06-01,Age 18-24,Unclear terms,21,12,0,1,0
6370535935771414,Reason for Limited acceptance,Italy,Male,210.21430202407214,0,2023-05-01,Age 35-44,Limited acceptance,26,10,0,1,0
4885952244249768,Reason for High interest rates,Italy,Male,182.06224096212668,0,2023-02-01,Age 35-44,High interest rates,24,8,0,0,1
3635026132292958,Reason for Account Suspension Issues,Sweden,Female,226.32922832546194,1,2023-01-01,Age 18-24,Account Suspension Issues,28,9,1,1,0
5220535770835755,Reason for Better alternatives,Australia,Female,254.88355616607902,0,2023-05-01,Age 25-34,Better alternatives,25,9,1,1,1
9727626691485981,Reason for Account Suspension Issues,Germany,Male,220.24547633062974,1,2023-05-01,Age 45-54,Account Suspension Issues,19,7,0,1,1
3616802070903940,Reason for Unclear terms,Sweden,Male,184.08011906920925,0,2023-02-01,Age 55+,Unclear terms,23,7,1,1,1
4162705755614389,Reason for General sentiment,Germany,Female,134.86796085229378,1,2023-06-01,Age 55+,General sentiment,17,10,1,1,0
3036289056613051,Reason for Unclassified,Germany,Male,144.15872418832754,1,2023-06-01,Age 25-34,Unclassified,16,9,0,1,0
1682156948387670,Reason for Unclassified,Spain,Female,196.85398007909853,1,2023-06-01,Age 45-54,Unclassified,17,4,1,0,0
4644770771712857,Reason for Security Concerns,France,Male,244.4568718342057,1,2023-04-01,Age 18-24,Security Concerns,13,11,0,1,1
4220120247068137,Reason for Late payment penalties,Sweden,Male,132.18260869643277,1,2023-03-01,Age 55+,Late payment penalties,22,4,0,0,0
1638671987888942,Reason for Hard Credit Checks,Italy,Male,122.39972972347246,1,2023-01-01,Age 55+,Hard Credit Checks,24,7,0,1,0
3215569429157055,Reason for Account Suspension Issues,Sweden,Male,263.68329301062505,0,2023-02-01,Age 45-54,Account Suspension Issues,19,9,0,0,0
6034835397150837,Reason for Lack of need,Spain,Female,282.3618667782231,1,2023-03-01,Age 35-44,Lack of need,22,6,0,1,1
7637246656495342,Reason for Unclear terms,USA,Male,243.25131772745763,1,2023-01-01,Age 18-24,Unclear terms,17,3,1,1,0
4267321631525721,Reason for Technical Issues,USA,Male,169.2230802138126,1,2023-05-01,Age 18-24,Technical Issues,19,6,0,0,0
4470259651081801,Reason for Hard Credit Checks,UK,Male,125.51673789294769,0,2023-06-01,Age 18-24,Hard Credit Checks,24,5,1,1,0
6177556863444494,Reason for Technical Issues,UK,Male,257.1801731983244,0,2023-04-01,Age 35-44,Technical Issues,18,2,0,1,1
8335456178419765,Reason for Technical Issues,Australia,Male,138.95259773520144,1,2023-03-01,Age 25-34,Technical Issues,25,8,1,0,0
3454957396501918,Reason for Limited acceptance,UK,Male,318.9250447377448,0,2023-01-01,Age 45-54,Limited acceptance,29,7,0,1,1
3580245011816896,Reason for Late payment penalties,Sweden,Male,176.9445262520471,1,2023-05-01,Age 45-54,Late payment penalties,24,9,1,0,1
8049916448242364,Reason for Unclassified,France,Female,206.8168933703161,1,2023-04-01,Age 25-34,Unclassified,14,8,0,0,1
4317941816164338,Reason for Account Suspension Issues,Italy,Male,228.3469111045228,0,2023-05-01,Age 25-34,Account Suspension Issues,24,5,0,0,0
4618370414559535,Reason for Better alternatives,Italy,Male,156.9240408867674,0,2023-03-01,Age 35-44,Better alternatives,17,12,0,0,0
5743007229232582,Reason for Unclear terms,UK,Male,225.94773346732285,1,2023-04-01,Age 25-34,Unclear terms,23,6,1,1,1
